time_ns	intensity
5.285644593	1480
5.297851624	1360
5.310058656	1505
5.322265687	1260
5.334472719	1275
5.346679750	985
5.358886781	830
5.371093813	550
5.383300844	455
5.395507876	370
5.407714907	375
5.419921938	345
5.432128970	370
5.444336001	320
5.456543033	235
5.468750064	250
5.480957095	280
5.493164127	185
5.505371158	190
5.517578189	250
5.529785221	200
5.541992252	155
5.554199284	140
5.566406315	130
5.578613346	110
5.590820378	170
5.603027409	100
5.615234441	165
5.627441472	170
5.639648503	100
5.651855535	130
5.664062566	115
5.676269598	140
5.688476629	115
5.700683660	90
5.712890692	80
5.725097723	65
5.737304755	95
5.749511786	55
5.761718817	85
5.773925849	55
5.786132880	40
5.798339912	60
5.810546943	55
5.822753974	50
5.834961006	35
5.847168037	30
5.859375068	25
5.871582100	35
5.883789131	25
5.895996163	40
5.908203194	20
5.920410225	30
5.932617257	25
5.944824288	10
5.957031320	10
5.969238351	10
5.981445382	35
5.993652414	25
6.005859445	15
6.018066477	15
6.030273508	30
6.042480539	20
6.054687571	10
6.066894602	10
6.079101634	25
6.091308665	5
6.103515696	15
6.115722728	5
6.127929759	20
6.140136791	15
6.152343822	5
6.164550853	0
6.176757885	10
6.188964916	5
6.201171947	5
6.213378979	5
6.225586010	5
6.237793042	15
6.250000073	10
6.262207104	15
6.274414136	5
6.286621167	5
6.298828199	5
6.311035230	20
6.323242261	10
6.335449293	15
6.347656324	5
6.359863356	10
6.372070387	0
6.384277418	15
6.396484450	0
6.408691481	5
6.420898513	10
6.433105544	10
6.445312575	0
6.457519607	0
6.469726638	0
6.481933669	0
6.494140701	0
6.506347732	10
6.518554764	0
6.530761795	0
6.542968826	0
6.555175858	0
6.567382889	0
6.579589921	0
6.591796952	5
6.604003983	0
6.616211015	0
6.628418046	0
6.640625078	0
6.652832109	0
6.665039140	0
6.677246172	0
6.689453203	0
6.701660235	0
6.713867266	0
6.726074297	0
6.738281329	5
6.750488360	5
6.762695392	0
6.774902423	0
6.787109454	0
6.799316486	0
6.811523517	0
6.823730548	0
6.835937580	0
6.848144611	0
6.860351643	0
6.872558674	0
6.884765705	0
6.896972737	5
6.909179768	0
6.921386800	0
6.933593831	0
6.945800862	0
6.958007894	0
6.970214925	0
6.982421957	0
6.994628988	5
7.006836019	0
7.019043051	0
7.031250082	5
7.043457114	0
7.055664145	0
7.067871176	0
7.080078208	0
7.092285239	0
7.104492271	0
7.116699302	0
7.128906333	0
7.141113365	0
7.153320396	0
7.165527427	0
7.177734459	0
7.189941490	0
7.202148522	0
7.214355553	0
7.226562584	0
7.238769616	0
7.250976647	0
7.263183679	5
7.275390710	5
7.287597741	0
7.299804773	0
7.312011804	0
7.324218836	0
7.336425867	0
7.348632898	0
7.360839930	0
7.373046961	0
7.385253993	0
7.397461024	0
7.409668055	0
7.421875087	0
7.434082118	0
7.446289150	0
7.458496181	0
7.470703212	0
7.482910244	0
7.495117275	0
7.507324306	5
7.519531338	0
7.531738369	0
7.543945401	0
7.556152432	0
7.568359463	0
7.580566495	0
7.592773526	0
7.604980558	0
7.617187589	0
7.629394620	0
7.641601652	0
7.653808683	0
7.666015715	0
7.678222746	0
7.690429777	0
7.702636809	0
7.714843840	0
7.727050872	0
7.739257903	0
7.751464934	0
7.763671966	0
7.775878997	0
7.788086029	0
7.800293060	0
7.812500091	0
7.824707123	0
7.836914154	0
7.849121185	0
7.861328217	0
7.873535248	0
7.885742280	5
7.897949311	0
7.910156342	0
7.922363374	0
7.934570405	0
7.946777437	0
7.958984468	0
7.971191499	5
7.983398531	0
7.995605562	0
8.007812594	0
8.020019625	0
8.032226656	0
8.044433688	0
8.056640719	0
8.068847751	0
8.081054782	0
8.093261813	0
8.105468845	0
8.117675876	0
8.129882908	0
8.142089939	0
8.154296970	0
8.166504002	0
8.178711033	10
8.190918064	0
8.203125096	5
8.215332127	0
8.227539159	0
8.239746190	0
8.251953221	0
8.264160253	0
8.276367284	0
8.288574316	0
8.300781347	0
8.312988378	0
8.325195410	0
8.337402441	0
8.349609473	0
8.361816504	0
8.374023535	0
8.386230567	0
8.398437598	0
8.410644630	0
8.422851661	0
8.435058692	0
8.447265724	0
8.459472755	0
8.471679787	0
8.483886818	0
8.496093849	0
8.508300881	0
8.520507912	0
8.532714943	0
8.544921975	0
8.557129006	0
8.569336038	0
8.581543069	0
8.593750100	0
8.605957132	0
8.618164163	0
8.630371195	0
8.642578226	0
8.654785257	0
8.666992289	0
8.679199320	0
8.691406352	0
8.703613383	0
8.715820414	0
8.728027446	0
8.740234477	0
8.752441509	0
8.764648540	0
8.776855571	0
8.789062603	0
8.801269634	0
8.813476665	0
8.825683697	0
8.837890728	0
8.850097760	0
8.862304791	0
8.874511822	0
8.886718854	0
8.898925885	0
8.911132917	0
8.923339948	0
8.935546979	0
8.947754011	0
8.959961042	0
8.972168074	0
8.984375105	5
8.996582136	0
9.008789168	0
9.020996199	0
9.033203231	0
9.045410262	0
9.057617293	0
9.069824325	0
9.082031356	0
9.094238388	0
9.106445419	0
9.118652450	0
9.130859482	0
9.143066513	0
9.155273544	0
9.167480576	0
9.179687607	5
9.191894639	0
9.204101670	5
9.216308701	0
9.228515733	0
9.240722764	0
9.252929796	0
9.265136827	0
9.277343858	0
9.289550890	0
9.301757921	0
9.313964953	0
9.326171984	0
9.338379015	0
9.350586047	0
9.362793078	5
9.375000110	0
9.387207141	0
9.399414172	0
9.411621204	0
9.423828235	0
9.436035267	0
9.448242298	0
9.460449329	0
9.472656361	0
9.484863392	0
9.497070423	5
9.509277455	0
9.521484486	0
9.533691518	0
9.545898549	0
9.558105580	0
9.570312612	0
9.582519643	0
9.594726675	0
9.606933706	0
9.619140737	0
9.631347769	0
9.643554800	5
9.655761832	0
9.667968863	0
9.680175894	0
9.692382926	0
9.704589957	0
9.716796989	0
9.729004020	0
9.741211051	5
9.753418083	0
9.765625114	0
9.777832146	0
9.790039177	0
9.802246208	0
9.814453240	0
9.826660271	0
9.838867302	0
9.851074334	0
9.863281365	0
9.875488397	0
9.887695428	0
9.899902459	0
9.912109491	5
9.924316522	0
9.936523554	0
9.948730585	0
9.960937616	0
9.973144648	0
9.985351679	0
9.997558711	0
10.009765742	0
10.021972773	0
10.034179805	0
10.046386836	0
10.058593868	0
10.070800899	0
10.083007930	0
10.095214962	0
10.107421993	0
10.119629025	0
10.131836056	0
10.144043087	0
10.156250119	0
10.168457150	0
10.180664181	0
10.192871213	0
10.205078244	0
10.217285276	0
10.229492307	0
10.241699338	0
10.253906370	0
10.266113401	0
10.278320433	0
10.290527464	0
10.302734495	0
10.314941527	0
10.327148558	0
10.339355590	0
10.351562621	0
10.363769652	0
10.375976684	0
10.388183715	0
10.400390747	0
10.412597778	0
10.424804809	0
10.437011841	0
10.449218872	0
10.461425904	5
10.473632935	0
10.485839966	0
10.498046998	0
10.510254029	0
10.522461060	0
10.534668092	0
10.546875123	5
10.559082155	0
10.571289186	0
10.583496217	0
10.595703249	0
10.607910280	0
10.620117312	0
10.632324343	0
10.644531374	0
10.656738406	0
10.668945437	0
10.681152469	0
10.693359500	0
10.705566531	0
10.717773563	0
10.729980594	0
10.742187626	0
10.754394657	0
10.766601688	0
10.778808720	0
10.791015751	0
10.803222782	0
10.815429814	0
10.827636845	0
10.839843877	0
10.852050908	0
10.864257939	0
10.876464971	0
10.888672002	0
10.900879034	0
10.913086065	0
10.925293096	0
10.937500128	0
10.949707159	0
10.961914191	5
10.974121222	0
10.986328253	5
10.998535285	0
11.010742316	0
11.022949348	0
11.035156379	0
11.047363410	0
11.059570442	0
11.071777473	0
11.083984505	5
11.096191536	0
11.108398567	0
11.120605599	0
11.132812630	0
11.145019661	0
11.157226693	0
11.169433724	0
11.181640756	0
11.193847787	0
11.206054818	0
11.218261850	0
11.230468881	0
11.242675913	0
11.254882944	0
11.267089975	0
11.279297007	0
11.291504038	0
11.303711070	0
11.315918101	0
11.328125132	5
11.340332164	0
11.352539195	0
11.364746227	0
11.376953258	0
11.389160289	0
11.401367321	0
11.413574352	0
11.425781384	0
11.437988415	0
11.450195446	5
11.462402478	0
11.474609509	0
11.486816540	0
11.499023572	0
11.511230603	0
11.523437635	0
11.535644666	0
11.547851697	0
11.560058729	0
11.572265760	0
11.584472792	0
11.596679823	0
11.608886854	0
11.621093886	0
11.633300917	0
11.645507949	0
11.657714980	0
11.669922011	0
11.682129043	0
11.694336074	0
11.706543106	0
11.718750137	0
11.730957168	0
11.743164200	0
11.755371231	0
11.767578263	0
11.779785294	0
11.791992325	0
11.804199357	0
11.816406388	0
11.828613419	0
11.840820451	0
11.853027482	0
11.865234514	0
11.877441545	0
11.889648576	0
11.901855608	5
11.914062639	0
11.926269671	0
11.938476702	0
11.950683733	0
11.962890765	0
11.975097796	0
11.987304828	0
11.999511859	0
12.011718890	0
12.023925922	0
12.036132953	0
12.048339985	0
12.060547016	0
12.072754047	0
12.084961079	5
12.097168110	5
12.109375142	0
12.121582173	0
12.133789204	0
12.145996236	0
12.158203267	0
12.170410298	0
12.182617330	0
12.194824361	0
12.207031393	0
12.219238424	0
12.231445455	0
12.243652487	0
12.255859518	0
12.268066550	0
12.280273581	0
12.292480612	0
12.304687644	5
12.316894675	0
12.329101707	0
12.341308738	0
12.353515769	5
12.365722801	0
12.377929832	0
12.390136864	0
12.402343895	0
12.414550926	0
12.426757958	0
12.438964989	0
12.451172021	0
12.463379052	0
12.475586083	0
12.487793115	0
12.500000146	0
12.512207177	0
12.524414209	0
12.536621240	0
12.548828272	0
12.561035303	0
12.573242334	0
12.585449366	0
12.597656397	0
12.609863429	0
12.622070460	0
12.634277491	0
12.646484523	0
12.658691554	0
12.670898586	0
12.683105617	0
12.695312648	0
12.707519680	0
12.719726711	0
12.731933743	5
12.744140774	0
12.756347805	0
12.768554837	0
12.780761868	0
12.792968899	0
12.805175931	0
12.817382962	0
12.829589994	0
12.841797025	0
12.854004056	0
12.866211088	0
12.878418119	0
12.890625151	0
12.902832182	5
12.915039213	0
12.927246245	0
12.939453276	0
12.951660308	0
12.963867339	0
12.976074370	0
12.988281402	0
13.000488433	0
13.012695465	0
13.024902496	0
13.037109527	0
13.049316559	0
13.061523590	0
13.073730622	0
13.085937653	0
13.098144684	0
13.110351716	0
13.122558747	0
13.134765778	0
13.146972810	0
13.159179841	0
13.171386873	0
13.183593904	0
13.195800935	0
13.208007967	0
13.220214998	0
13.232422030	0
13.244629061	0
13.256836092	0
13.269043124	0
13.281250155	0
13.293457187	0
13.305664218	0
13.317871249	0
13.330078281	0
13.342285312	0
13.354492344	0
13.366699375	0
13.378906406	0
13.391113438	0
13.403320469	0
13.415527501	0
13.427734532	0
13.439941563	0
13.452148595	0
13.464355626	0
13.476562657	0
13.488769689	0
13.500976720	0
13.513183752	0
13.525390783	0
13.537597814	0
13.549804846	0
13.562011877	0
13.574218909	0
13.586425940	0
13.598632971	0
13.610840003	0
13.623047034	0
13.635254066	0
13.647461097	0
13.659668128	0
13.671875160	0
13.684082191	0
13.696289223	0
13.708496254	0
13.720703285	0
13.732910317	0
13.745117348	0
13.757324380	0
13.769531411	5
13.781738442	0
13.793945474	0
13.806152505	0
13.818359536	0
13.830566568	0
13.842773599	0
13.854980631	0
13.867187662	0
13.879394693	0
13.891601725	0
13.903808756	0
13.916015788	0
13.928222819	0
13.940429850	0
13.952636882	0
13.964843913	0
13.977050945	0
13.989257976	0
14.001465007	0
14.013672039	0
14.025879070	0
14.038086102	0
14.050293133	0
14.062500164	0
14.074707196	0
14.086914227	0
14.099121259	0
14.111328290	0
14.123535321	0
14.135742353	0
14.147949384	0
14.160156415	0
14.172363447	0
14.184570478	0
14.196777510	0
14.208984541	0
14.221191572	5
14.233398604	0
14.245605635	0
14.257812667	0
14.270019698	0
14.282226729	0
14.294433761	0
14.306640792	0
14.318847824	0
14.331054855	0
14.343261886	0
14.355468918	0
14.367675949	0
14.379882981	0
14.392090012	0
14.404297043	0
14.416504075	0
14.428711106	0
14.440918138	0
14.453125169	0
14.465332200	0
14.477539232	0
14.489746263	0
14.501953294	0
14.514160326	0
14.526367357	0
14.538574389	0
14.550781420	0
14.562988451	0
14.575195483	0
14.587402514	0
14.599609546	0
14.611816577	5
14.624023608	0
14.636230640	0
14.648437671	0
14.660644703	0
14.672851734	5
14.685058765	0
14.697265797	0
14.709472828	0
14.721679860	0
14.733886891	0
14.746093922	0
14.758300954	0
14.770507985	0
14.782715017	0
14.794922048	0
14.807129079	0
14.819336111	0
14.831543142	0
14.843750173	0
14.855957205	0
14.868164236	0
14.880371268	0
14.892578299	0
14.904785330	0
14.916992362	0
14.929199393	0
14.941406425	0
14.953613456	0
14.965820487	0
14.978027519	0
14.990234550	0
15.002441582	0
15.014648613	0
15.026855644	0
15.039062676	0
15.051269707	0
15.063476739	0
15.075683770	0
15.087890801	0
15.100097833	0
15.112304864	0
15.124511895	0
15.136718927	0
15.148925958	0
15.161132990	0
15.173340021	0
15.185547052	0
15.197754084	0
15.209961115	0
15.222168147	0
15.234375178	0
15.246582209	0
15.258789241	0
15.270996272	0
15.283203304	0
15.295410335	0
15.307617366	0
15.319824398	0
15.332031429	0
15.344238461	0
15.356445492	0
15.368652523	0
15.380859555	0
15.393066586	0
15.405273618	0
15.417480649	0
15.429687680	0
15.441894712	0
15.454101743	0
15.466308774	0
15.478515806	0
15.490722837	0
15.502929869	0
15.515136900	0
15.527343931	0
15.539550963	0
15.551757994	0
15.563965026	0
15.576172057	0
15.588379088	0
15.600586120	0
15.612793151	0
15.625000183	0
15.637207214	0
15.649414245	0
15.661621277	0
15.673828308	5
15.686035340	0
15.698242371	0
15.710449402	0
15.722656434	0
15.734863465	0
15.747070497	0
15.759277528	0
15.771484559	0
15.783691591	5
15.795898622	0
15.808105653	0
15.820312685	0
15.832519716	0
15.844726748	0
15.856933779	0
15.869140810	0
15.881347842	0
15.893554873	0
15.905761905	0
15.917968936	0
15.930175967	5
15.942382999	0
15.954590030	0
15.966797062	0
15.979004093	0
15.991211124	0
16.003418156	0
16.015625187	0
16.027832219	0
16.040039250	0
16.052246281	0
16.064453313	0
16.076660344	0
16.088867376	0
16.101074407	0
16.113281438	0
16.125488470	0
16.137695501	0
16.149902532	0
16.162109564	0
16.174316595	0
16.186523627	0
16.198730658	0
16.210937689	0
16.223144721	0
16.235351752	0
16.247558784	0
16.259765815	0
16.271972846	0
16.284179878	5
16.296386909	0
16.308593941	0
16.320800972	0
16.333008003	0
16.345215035	0
16.357422066	0
16.369629098	0
16.381836129	0
16.394043160	0
16.406250192	0
16.418457223	0
16.430664255	0
16.442871286	0
16.455078317	0
16.467285349	0
16.479492380	0
16.491699411	0
16.503906443	0
16.516113474	0
16.528320506	0
16.540527537	0
16.552734568	0
16.564941600	0
16.577148631	0
16.589355663	0
16.601562694	0
16.613769725	0
16.625976757	0
16.638183788	0
16.650390820	0
16.662597851	0
16.674804882	0
16.687011914	0
16.699218945	0
16.711425977	0
16.723633008	0
16.735840039	0
16.748047071	0
16.760254102	0
16.772461134	0
16.784668165	0
16.796875196	0
16.809082228	0
16.821289259	0
16.833496290	5
16.845703322	0
16.857910353	0
16.870117385	0
16.882324416	0
16.894531447	0
16.906738479	0
16.918945510	0
16.931152542	0
16.943359573	0
16.955566604	0
16.967773636	0
16.979980667	0
16.992187699	0
17.004394730	0
17.016601761	0
17.028808793	0
17.041015824	0
17.053222856	0
17.065429887	0
17.077636918	0
17.089843950	0
17.102050981	0
17.114258012	0
17.126465044	0
17.138672075	0
17.150879107	0
17.163086138	0
17.175293169	0
17.187500201	0
17.199707232	0
17.211914264	0
17.224121295	5
17.236328326	0
17.248535358	0
17.260742389	0
17.272949421	0
17.285156452	0
17.297363483	0
17.309570515	0
17.321777546	0
17.333984578	5
17.346191609	0
17.358398640	0
17.370605672	0
17.382812703	0
17.395019735	0
17.407226766	0
17.419433797	0
17.431640829	0
17.443847860	0
17.456054891	5
17.468261923	0
17.480468954	0
17.492675986	0
17.504883017	0
17.517090048	0
17.529297080	0
17.541504111	0
17.553711143	0
17.565918174	0
17.578125205	5
17.590332237	0
17.602539268	0
17.614746300	0
17.626953331	0
17.639160362	0
17.651367394	0
17.663574425	0
17.675781457	0
17.687988488	0
17.700195519	0
17.712402551	0
17.724609582	0
17.736816614	0
17.749023645	0
17.761230676	0
17.773437708	0
17.785644739	0
17.797851770	0
17.810058802	0
17.822265833	0
17.834472865	0
17.846679896	0
17.858886927	0
17.871093959	0
17.883300990	0
17.895508022	0
17.907715053	0
17.919922084	0
17.932129116	0
17.944336147	0
17.956543179	0
17.968750210	0
17.980957241	0
17.993164273	0
18.005371304	0
18.017578336	5
18.029785367	0
18.041992398	0
18.054199430	0
18.066406461	0
18.078613493	0
18.090820524	0
18.103027555	0
18.115234587	0
18.127441618	0
18.139648649	0
18.151855681	0
18.164062712	5
18.176269744	0
18.188476775	0
18.200683806	0
18.212890838	5
18.225097869	5
18.237304901	0
18.249511932	0
18.261718963	0
18.273925995	0
18.286133026	0
18.298340058	0
18.310547089	0
18.322754120	0
18.334961152	0
18.347168183	0
18.359375215	0
18.371582246	0
18.383789277	0
18.395996309	0
18.408203340	0
18.420410372	0
18.432617403	0
18.444824434	0
18.457031466	0
18.469238497	0
18.481445528	0
18.493652560	0
18.505859591	10
18.518066623	0
18.530273654	0
18.542480685	0
18.554687717	0
18.566894748	0
18.579101780	0
18.591308811	0
18.603515842	0
18.615722874	0
18.627929905	0
18.640136937	0
18.652343968	0
18.664550999	0
18.676758031	0
18.688965062	0
18.701172094	0
18.713379125	0
18.725586156	0
18.737793188	0
18.750000219	0
18.762207251	0
18.774414282	0
18.786621313	0
18.798828345	0
18.811035376	0
18.823242407	0
18.835449439	0
18.847656470	0
18.859863502	0
18.872070533	0
18.884277564	0
18.896484596	5
18.908691627	0
18.920898659	0
18.933105690	0
18.945312721	0
18.957519753	0
18.969726784	0
18.981933816	0
18.994140847	0
19.006347878	0
19.018554910	0
19.030761941	0
19.042968973	0
19.055176004	0
19.067383035	0
19.079590067	0
19.091797098	0
19.104004130	5
19.116211161	0
19.128418192	0
19.140625224	0
19.152832255	0
19.165039286	0
19.177246318	0
19.189453349	0
19.201660381	0
19.213867412	0
19.226074443	0
19.238281475	0
19.250488506	5
19.262695538	0
19.274902569	0
19.287109600	5
19.299316632	0
19.311523663	0
19.323730695	0
19.335937726	0
19.348144757	0
19.360351789	0
19.372558820	0
19.384765852	0
19.396972883	0
19.409179914	0
19.421386946	0
19.433593977	0
19.445801008	0
19.458008040	0
19.470215071	0
19.482422103	0
19.494629134	0
19.506836165	0
19.519043197	0
19.531250228	0
19.543457260	0
19.555664291	5
19.567871322	0
19.580078354	0
19.592285385	0
19.604492417	0
19.616699448	0
19.628906479	5
19.641113511	0
19.653320542	0
19.665527574	0
19.677734605	0
19.689941636	0
19.702148668	0
19.714355699	0
19.726562731	0
19.738769762	0
19.750976793	0
19.763183825	5
19.775390856	0
19.787597887	0
19.799804919	0
19.812011950	0
19.824218982	0
19.836426013	0
19.848633044	0
19.860840076	0
19.873047107	0
19.885254139	0
19.897461170	0
19.909668201	0
19.921875233	0
19.934082264	0
19.946289296	0
19.958496327	0
19.970703358	0
19.982910390	0
19.995117421	0
20.007324453	0
20.019531484	0
20.031738515	0
20.043945547	0
20.056152578	0
20.068359610	0
20.080566641	0
20.092773672	0
20.104980704	0
20.117187735	0
20.129394766	0
20.141601798	0
20.153808829	0
20.166015861	0
20.178222892	0
20.190429923	0
20.202636955	0
20.214843986	0
20.227051018	0
20.239258049	0
20.251465080	0
20.263672112	0
20.275879143	0
20.288086175	0
20.300293206	0
20.312500237	0
20.324707269	0
20.336914300	0
20.349121332	0
20.361328363	0
20.373535394	0
20.385742426	0
20.397949457	0
20.410156489	0
20.422363520	0
20.434570551	0
20.446777583	0
20.458984614	0
20.471191645	0
20.483398677	0
20.495605708	5
20.507812740	0
20.520019771	0
20.532226802	0
20.544433834	0
20.556640865	0
20.568847897	0
20.581054928	0
20.593261959	0
20.605468991	0
20.617676022	0
20.629883054	0
20.642090085	0
20.654297116	0
20.666504148	0
20.678711179	0
20.690918211	0
20.703125242	0
20.715332273	0
20.727539305	0
20.739746336	0
20.751953368	0
20.764160399	0
20.776367430	0
20.788574462	5
20.800781493	0
20.812988524	0
20.825195556	0
20.837402587	0
20.849609619	0
20.861816650	0
20.874023681	0
20.886230713	0
20.898437744	0
20.910644776	0
20.922851807	0
20.935058838	0
20.947265870	0
20.959472901	0
20.971679933	0
20.983886964	0
20.996093995	0
21.008301027	0
21.020508058	0
21.032715090	0
21.044922121	0
21.057129152	0
21.069336184	0
21.081543215	0
21.093750247	0
21.105957278	0
21.118164309	0
21.130371341	0
21.142578372	0
21.154785403	0
21.166992435	0
21.179199466	0
21.191406498	0
21.203613529	0
21.215820560	0
21.228027592	0
21.240234623	0
21.252441655	0
